ID,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,required_car_parking_spaces,total_of_special_requests,is_canceled,adr
105975,Resort Hotel,222,2017,June,24,13,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143.0,436.0,0,Transient,0,0,0,47.17842
105976,Resort Hotel,91,2017,June,24,13,2,5,2,1.0,0,HB,GBR,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,,0,Transient,0,0,1,136.99225
105977,Resort Hotel,287,2017,June,24,13,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,0,1,0,37.489277
105978,Resort Hotel,130,2017,June,24,13,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,0,1,1,97.20549
105979,Resort Hotel,11,2017,June,24,13,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,0,0,0,82.87392
105980,Resort Hotel,232,2017,June,24,13,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,436.0,,0,Transient,0,1,0,46.156597
105981,Resort Hotel,232,2017,June,24,13,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,436.0,,0,Transient,0,1,0,46.156597
105982,Resort Hotel,135,2017,June,24,13,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,314.0,,0,Transient,0,2,1,81.70529
105983,Resort Hotel,135,2017,June,24,13,2,5,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,0,1,72.517715
105984,Resort Hotel,140,2017,June,24,13,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,0,0,0,35.99399
105985,Resort Hotel,140,2017,June,24,13,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,0,0,0,35.99399
105986,Resort Hotel,124,2017,June,24,13,2,5,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,0,0,0,116.196976
105987,City Hotel,42,2017,June,24,13,0,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,0,1,105.8074
105988,City Hotel,36,2017,June,24,13,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,0,1,0,103.70848
105989,Resort Hotel,21,2017,June,24,13,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,1,0,125.732315
105990,Resort Hotel,242,2017,June,24,13,2,8,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,0,1,1,52.395004
105991,City Hotel,422,2017,June,24,13,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,0,0,1,55.065693
105992,City Hotel,422,2017,June,24,13,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,0,0,1,55.065693
105993,City Hotel,37,2017,June,24,13,0,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,91.53161
105994,City Hotel,422,2017,June,24,13,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,0,0,1,55.065693
105995,Resort Hotel,146,2017,June,24,13,2,8,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,0,0,0,29.130058
105996,City Hotel,422,2017,June,24,13,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,0,0,1,55.065693
105997,City Hotel,60,2017,June,24,13,0,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,0,0,0,74.145615
105998,City Hotel,213,2017,June,24,13,1,5,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,0,0,0,67.06037
105999,City Hotel,22,2017,June,24,13,0,1,2,0.0,0,BB,LUX,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,0,0,0,98.49794
106000,City Hotel,79,2017,June,24,13,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,99.01515
106001,Resort Hotel,224,2017,June,24,13,2,8,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,175.0,,0,Transient,0,0,0,39.573593
106002,City Hotel,50,2017,June,24,13,0,3,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,102.03835
106003,Resort Hotel,339,2017,June,24,13,2,8,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,1,1,10.351438
106004,City Hotel,17,2017,June,24,13,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,110.112785
106005,City Hotel,422,2017,June,24,13,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,0,0,1,55.065693
106006,City Hotel,422,2017,June,24,13,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,0,0,1,55.065693
106007,City Hotel,2,2017,June,24,13,0,3,2,1.0,0,HB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,7.0,,0,Transient,0,2,0,171.1444
106008,City Hotel,213,2017,June,24,13,1,5,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,0,0,0,67.06037
106009,City Hotel,32,2017,June,24,13,0,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,93.003876
106010,City Hotel,213,2017,June,24,13,1,5,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,0,0,0,67.06037
106011,City Hotel,36,2017,June,24,13,0,3,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,0,0,0,105.40814
106012,Resort Hotel,132,2017,June,24,13,2,9,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,1,1,0,77.11597
106013,City Hotel,0,2017,June,24,13,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0,0,0,98.748245
106014,City Hotel,36,2017,June,24,13,0,3,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,1,0,0,113.43143
106015,Resort Hotel,128,2017,June,24,13,0,2,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,1,0,0,110.08324
106016,Resort Hotel,148,2017,June,24,13,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,1,1,0,109.454636
106017,City Hotel,8,2017,June,24,13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,135.5269
106018,City Hotel,422,2017,June,24,13,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,0,0,1,55.065693
106019,City Hotel,147,2017,June,24,13,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,0,0,0,56.36677
106020,City Hotel,422,2017,June,24,13,0,4,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,3,No Deposit,229.0,,0,Transient-Party,0,1,0,52.819485
106021,City Hotel,41,2017,June,24,13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,0,1,0,103.84244
106022,City Hotel,216,2017,June,24,13,1,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,0,1,0,53.010487
106023,City Hotel,213,2017,June,24,13,1,5,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,0,0,0,67.06037
106024,City Hotel,9,2017,June,24,13,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,112.21573
106025,City Hotel,28,2017,June,24,13,0,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,2,0,113.203186
106026,City Hotel,422,2017,June,24,13,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,0,0,1,55.065693
106027,City Hotel,422,2017,June,24,13,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,0,0,1,55.065693
106028,City Hotel,422,2017,June,24,13,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,0,0,1,55.065693
106029,City Hotel,23,2017,June,24,13,0,2,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,0,1,0,108.53556
106030,City Hotel,53,2017,June,24,14,1,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,0,1,0,106.575516
106031,City Hotel,278,2017,June,24,14,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,0,2,0,51.12528
106032,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106033,City Hotel,150,2017,June,24,14,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,0,1,0,81.25393
106034,Resort Hotel,102,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,1,1,0,92.86441
106035,City Hotel,49,2017,June,24,14,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,0,1,0,96.2831
106036,City Hotel,218,2017,June,24,14,0,4,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,3,0,74.33147
106037,City Hotel,134,2017,June,24,14,0,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,0,0,1,114.389275
106038,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106039,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106040,City Hotel,49,2017,June,24,14,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,0,1,0,96.2831
106041,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106042,City Hotel,44,2017,June,24,14,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,2,0,98.52628
106043,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106044,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106045,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106046,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106047,Resort Hotel,172,2017,June,24,14,2,5,2,0.0,0,BB,GBR,Direct,TA/TO,0,1,1,E,E,0,No Deposit,,,0,Transient,0,1,1,68.086555
106048,Resort Hotel,174,2017,June,24,14,0,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,1,0,0,44.209652
106049,Resort Hotel,0,2017,June,24,14,0,4,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,C,3,No Deposit,,,0,Transient,0,0,0,85.07113
106050,City Hotel,278,2017,June,24,14,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,0,2,0,51.12528
106051,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106052,Resort Hotel,7,2017,June,24,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,535.0,,0,Transient,0,0,0,84.65495
106053,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,0,1,55.307262
106054,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,0,1,55.307262
106055,Resort Hotel,0,2017,June,24,14,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0,3,0,104.9698
106056,Resort Hotel,0,2017,June,24,14,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,0,3,0,146.00662
106057,Resort Hotel,0,2017,June,24,14,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,0,0,0,90.32337
106058,Resort Hotel,6,2017,June,24,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,535.0,,0,Transient,0,0,0,84.77597
106059,Resort Hotel,27,2017,June,24,14,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,0,2,0,124.78618
106060,Resort Hotel,0,2017,June,24,14,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,1,0,0,D,D,0,No Deposit,240.0,,0,Transient,0,0,0,143.81068
106061,City Hotel,289,2017,June,24,14,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,1,A,A,2,No Deposit,9.0,,0,Transient,0,2,0,64.29436
106062,Resort Hotel,27,2017,June,24,14,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,1,1,0,120.24205
106063,Resort Hotel,287,2017,June,24,14,0,2,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,1,2,0,77.199265
106064,Resort Hotel,287,2017,June,24,14,0,2,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,0,2,1,69.902916
106065,Resort Hotel,6,2017,June,24,14,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,1,0,0,154.64435
106066,Resort Hotel,2,2017,June,24,14,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0,1,0,113.9314
106067,City Hotel,15,2017,June,24,14,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,486.0,0,Transient,0,0,0,97.14163
106068,City Hotel,135,2017,June,24,14,2,4,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,0,3,0,133.29416
106069,City Hotel,278,2017,June,24,14,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,0,2,0,51.12528
106070,City Hotel,274,2017,June,24,14,0,2,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,0,0,75.43297
106071,City Hotel,274,2017,June,24,14,0,2,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,0,0,1,68.898544
106072,City Hotel,156,2017,June,24,14,0,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,94.11408
106073,City Hotel,278,2017,June,24,14,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,0,2,0,51.12528
106074,City Hotel,98,2017,June,24,14,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,0,1,0,147.22884
106075,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,0,1,55.307262
106076,City Hotel,123,2017,June,24,14,0,3,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,104.7777
106077,City Hotel,165,2017,June,24,14,0,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,78.83046
106078,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,0,1,55.307262
106079,City Hotel,164,2017,June,24,14,0,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,0,0,0,70.8237
106080,City Hotel,0,2017,June,24,14,0,0,2,0.0,0,BB,LUX,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,28.0,,0,Transient,0,0,0,9.813222
106081,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,0,1,55.307262
106082,Resort Hotel,11,2017,June,24,14,0,4,2,0.0,0,HB,PRT,Online TA,TA/TO,1,0,3,E,E,0,No Deposit,240.0,,0,Transient,1,2,0,119.23833
106083,City Hotel,49,2017,June,24,14,0,3,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,101.22486
106084,City Hotel,136,2017,June,24,14,2,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,0,0,1,94.97496
106085,City Hotel,132,2017,June,24,14,0,4,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,0,2,0,119.1132
106086,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106087,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106088,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106089,City Hotel,15,2017,June,24,14,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,2,0,135.621
106090,City Hotel,96,2017,June,24,14,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,0,1,0,113.311646
106091,City Hotel,7,2017,June,24,14,0,1,2,2.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,1,No Deposit,,45.0,0,Transient,0,3,0,8.004124
106092,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106093,City Hotel,7,2017,June,24,14,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,1,No Deposit,,45.0,0,Transient,0,1,0,25.546432
106094,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106095,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106096,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106097,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106098,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106099,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106100,City Hotel,40,2017,June,24,14,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,229.0,,0,Transient-Party,0,1,0,64.669014
106101,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,HUN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106102,City Hotel,7,2017,June,24,14,0,1,2,1.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,1,No Deposit,,45.0,0,Transient,0,2,0,-4.0767007
106103,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106104,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106105,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106106,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106107,Resort Hotel,275,2017,June,24,14,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,57.0,,0,Transient,0,2,0,41.2423
106108,City Hotel,219,2017,June,24,14,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,8.0,,0,Transient,0,1,0,68.59533
106109,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106110,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106111,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106112,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,AUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106113,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106114,City Hotel,83,2017,June,24,14,0,2,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,0,2,0,98.922966
106115,City Hotel,101,2017,June,24,14,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,0,1,0,101.12247
106116,City Hotel,83,2017,June,24,14,0,2,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,0,2,0,98.922966
106117,City Hotel,37,2017,June,24,14,0,2,2,0.0,0,BB,KOR,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,0,0,0,104.96808
106118,City Hotel,82,2017,June,24,14,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,7.0,,0,Transient,0,1,0,103.47865
106119,City Hotel,195,2017,June,24,14,0,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,,0,Transient,0,0,0,73.03502
106120,City Hotel,0,2017,June,24,14,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,4,15,A,E,0,No Deposit,,,0,Transient,0,1,0,3.4861465
106121,City Hotel,2,2017,June,24,14,4,10,1,0.0,0,BB,GRC,Aviation,Corporate,1,0,1,D,D,0,No Deposit,,153.0,0,Transient,0,1,0,107.24177
106122,Resort Hotel,292,2017,June,24,14,8,19,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40.0,,0,Contract,0,0,0,-11.354595
106123,City Hotel,0,2017,June,24,14,0,2,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,0,0,0,106.76123
106124,City Hotel,40,2017,June,24,14,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,229.0,,0,Transient-Party,0,0,0,44.792297
106125,Resort Hotel,345,2017,June,24,14,4,10,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,2.0,,0,Transient,0,1,0,33.535076
106126,Resort Hotel,118,2017,June,24,14,4,9,3,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,0,1,0,138.75206
